Date,Daily Followed Users,Daily Followers Gained,Daily Tweets Posted,Name,Total Followed Users,Total Follower Count,Total Tweets Posted
2019-05-10,0,3018,14,ewarren,324,2481448,4095
2019-05-11,0,2497,17,ewarren,324,2483945,4112
2019-05-12,0,2687,5,ewarren,324,2486632,4117
2019-05-14,0,8064,33,ewarren,324,2494696,4150
2019-05-15,0,9349,9,ewarren,324,2504045,4159
2019-05-16,2,8402,20,ewarren,326,2512447,4179
2019-05-17,0,5464,15,ewarren,326,2517911,4194
2019-05-18,0,4643,24,ewarren,326,2522554,4218
2019-05-19,1,4253,5,ewarren,327,2526807,4223
2019-05-20,0,6825,4,ewarren,327,2533632,4227
2019-05-21,0,3762,17,ewarren,327,2537394,4244
2019-05-22,0,3009,15,ewarren,327,2540403,4259
2019-05-23,0,3230,16,ewarren,327,2543633,4275
2019-05-24,1,2898,12,ewarren,328,2546531,4287
2019-05-25,0,3704,8,ewarren,328,2550235,4295
2019-05-26,0,2629,11,ewarren,328,2552864,4306
2019-05-27,0,2290,6,ewarren,328,2555154,4312
2019-05-28,0,2137,6,ewarren,328,2557291,4318
2019-05-29,0,3375,9,ewarren,328,2560666,4327
2019-05-30,0,6287,15,ewarren,328,2566953,4342
2019-05-31,0,4300,18,ewarren,328,2571253,4360
2019-06-01,1,4394,21,ewarren,329,2575647,4381
2019-06-02,0,3526,21,ewarren,329,2579173,4402
2019-06-03,1,5242,10,ewarren,330,2584415,4412
2019-06-04,1,3199,6,ewarren,331,2587614,4418
2019-06-05,0,2440,20,ewarren,331,2590054,4438
2019-06-06,2,4769,33,ewarren,333,2594823,4471
2019-06-07,1,5000,10,ewarren,334,2599823,4481
2019-06-08,0,3365,7,ewarren,334,2603188,4488
2019-06-09,0,2907,3,ewarren,334,2606095,4491
2019-06-10,0,3279,5,ewarren,334,2609374,4496
2019-06-11,0,2855,8,ewarren,334,2612229,4504
2019-06-12,0,2561,10,ewarren,334,2614790,4514
2019-06-13,0,3776,8,ewarren,334,2618566,4522
2019-06-14,0,4046,10,ewarren,334,2622612,4532
2019-06-15,0,4053,17,ewarren,334,2626665,4549
2019-06-16,0,3126,8,ewarren,334,2629791,4557
2019-06-17,0,3680,5,ewarren,334,2633471,4562
2019-06-18,1,2690,9,ewarren,335,2636161,4571
2019-06-19,0,3207,11,ewarren,335,2639368,4582
2019-06-20,0,5176,15,ewarren,335,2644544,4597
2019-06-21,0,5203,16,ewarren,335,2649747,4613
2019-06-22,0,4789,25,ewarren,335,2654536,4638
2019-06-23,0,4372,10,ewarren,335,2658908,4648
2019-06-24,0,4542,7,ewarren,335,2663450,4655
2019-06-25,0,3735,10,ewarren,335,2667185,4665
2019-06-26,0,4492,18,ewarren,335,2671677,4683
2019-06-27,1,23370,43,ewarren,336,2695047,4726
2019-06-28,0,20994,23,ewarren,336,2716041,4749
2019-06-29,0,13584,25,ewarren,336,2729625,4774
2019-06-30,0,11511,13,ewarren,336,2741136,4787
2019-07-01,0,9713,12,ewarren,336,2750849,4799
2019-07-02,0,6512,12,ewarren,336,2757361,4811
2019-07-03,0,5513,10,ewarren,336,2762874,4821
2019-07-04,1,5620,8,ewarren,337,2768494,4829
2019-07-05,0,3642,4,ewarren,337,2772136,4833
2019-07-06,1,3143,18,ewarren,338,2775279,4851
2019-07-07,0,2869,10,ewarren,338,2778148,4861
2019-07-08,0,3936,6,ewarren,338,2782084,4867
2019-07-09,0,3744,9,ewarren,338,2785828,4876
2019-07-10,0,3799,10,ewarren,338,2789627,4886
2019-07-11,0,3210,11,ewarren,338,2792837,4897
2019-07-12,0,2100,23,ewarren,338,2794937,4920
2019-07-13,2,3056,33,ewarren,340,2797993,4953
2019-07-14,0,4747,10,ewarren,340,2802740,4963
2019-07-15,1,5997,12,ewarren,341,2808737,4975
2019-07-16,0,5920,9,ewarren,341,2814657,4984
2019-07-17,0,7306,13,ewarren,341,2821963,4997
2019-07-18,0,6115,11,ewarren,341,2828078,5008
2019-07-19,0,6566,26,ewarren,341,2834644,5034
2019-07-20,0,3558,15,ewarren,341,2838202,5049
2019-07-21,0,2642,10,ewarren,341,2840844,5059
2019-07-22,0,2703,6,ewarren,341,2843547,5065
2019-07-23,0,2708,21,ewarren,341,2846255,5086
2019-07-24,156,3184,14,ewarren,497,2849439,5100
2019-07-25,1,3259,17,ewarren,498,2852698,5117
2019-07-26,1,3043,16,ewarren,499,2855741,5133
2019-07-27,0,2588,16,ewarren,499,2858329,5149
2019-07-28,0,2492,4,ewarren,499,2860821,5153
2019-07-29,1,2775,8,ewarren,500,2863596,5161
2019-07-30,0,2670,25,ewarren,500,2866266,5186
2019-07-31,4,14360,54,ewarren,504,2880626,5240
2019-08-01,0,17880,21,ewarren,504,2898506,5261
2019-08-02,0,8372,13,ewarren,504,2906878,5274
2019-08-03,0,6956,10,ewarren,504,2913834,5284
2019-08-04,0,8036,5,ewarren,504,2921870,5289
2019-08-05,0,10258,14,ewarren,504,2932128,5303
2019-08-06,0,8584,11,ewarren,504,2940712,5314
2019-08-07,0,6744,7,ewarren,504,2947456,5321
2019-08-08,0,6764,23,ewarren,504,2954220,5344
2019-08-09,0,6160,18,ewarren,504,2960380,5362
2019-08-10,0,5624,15,ewarren,504,2966004,5377
2019-08-11,0,4576,24,ewarren,504,2970580,5401
2019-08-12,0,5676,8,ewarren,504,2976256,5409
2019-08-13,-1,6375,11,ewarren,503,2982631,5420
2019-08-14,0,6507,9,ewarren,503,2989138,5429
2017-12-02,1,646,6,BetoORourke,558,50658,2045
2017-12-03,0,384,8,BetoORourke,558,51042,2053
2017-12-04,1,220,6,BetoORourke,559,51262,2059
2017-12-05,0,241,4,BetoORourke,559,51503,2063
2017-12-06,1,120,0,BetoORourke,560,51623,2063
2017-12-07,0,180,8,BetoORourke,560,51803,2071
2017-12-08,0,99,2,BetoORourke,560,51902,2073
2017-12-09,0,42,0,BetoORourke,560,51944,2073
2017-12-10,0,100,2,BetoORourke,560,52044,2075
2017-12-13,4,6806,13,BetoORourke,564,58850,2088
2017-12-16,2,5313,25,BetoORourke,566,64163,2113
2017-12-17,1,340,5,BetoORourke,567,64503,2118
2017-12-18,1,1390,5,BetoORourke,568,65893,2123
2017-12-19,0,223,2,BetoORourke,568,66116,2125
2017-12-20,1,684,14,BetoORourke,569,66800,2139
2017-12-21,0,481,8,BetoORourke,569,67281,2147
2017-12-22,1,2102,5,BetoORourke,570,69383,2152
2017-12-23,0,1344,5,BetoORourke,570,70727,2157
2017-12-24,0,298,1,BetoORourke,570,71025,2158
2017-12-25,0,456,4,BetoORourke,570,71481,2162
2017-12-26,0,168,0,BetoORourke,570,71649,2162
2017-12-27,0,443,5,BetoORourke,570,72092,2167
2017-12-28,0,461,8,BetoORourke,570,72553,2175
2017-12-29,0,672,9,BetoORourke,570,73225,2184
2017-12-30,0,1450,8,BetoORourke,570,74675,2192
2017-12-31,2,711,2,BetoORourke,572,75386,2194
2018-01-01,0,624,11,BetoORourke,572,76010,2205
2018-01-02,0,408,3,BetoORourke,572,76418,2208
2018-01-03,1,765,8,BetoORourke,573,77183,2216
2018-01-04,0,220,9,BetoORourke,573,77403,2225
2018-01-05,0,447,24,BetoORourke,573,77850,2249
2018-01-06,0,577,11,BetoORourke,573,78427,2260
2018-01-07,0,424,12,BetoORourke,573,78851,2272
2018-01-08,0,195,7,BetoORourke,573,79046,2279
2018-01-09,0,152,4,BetoORourke,573,79198,2283
2018-01-10,0,124,5,BetoORourke,573,79322,2288
2018-01-11,0,408,15,BetoORourke,573,79730,2303
2018-01-12,0,271,8,BetoORourke,573,80001,2311
2018-01-13,0,241,9,BetoORourke,573,80242,2320
2018-01-14,0,189,15,BetoORourke,573,80431,2335
2018-01-15,0,107,5,BetoORourke,573,80538,2340
2018-01-16,0,986,3,BetoORourke,573,81524,2343
2018-01-17,0,691,4,BetoORourke,573,82215,2347
2018-01-18,0,140,1,BetoORourke,573,82355,2348
2018-01-19,0,305,10,BetoORourke,573,82660,2358
2018-01-20,1,205,4,BetoORourke,574,82865,2362
2018-01-21,0,405,5,BetoORourke,574,83270,2367
2018-01-22,0,331,0,BetoORourke,574,83601,2367
2018-01-23,4,361,11,BetoORourke,578,83962,2378
2018-01-24,0,459,11,BetoORourke,578,84421,2389
2018-01-25,0,611,2,BetoORourke,578,85032,2391
2018-01-26,0,1479,11,BetoORourke,578,86511,2402
2018-01-27,2,1137,12,BetoORourke,580,87648,2414
2018-01-28,2,1101,22,BetoORourke,582,88749,2436
2018-01-29,0,2099,31,BetoORourke,582,90848,2467
2018-01-30,0,792,4,BetoORourke,582,91640,2471
2018-01-31,2,797,4,BetoORourke,584,92437,2475
2018-02-01,0,692,9,BetoORourke,584,93129,2484
2018-02-02,0,1886,2,BetoORourke,584,95015,2486
2018-02-03,1,1250,4,BetoORourke,585,96265,2490
2018-02-04,0,500,2,BetoORourke,585,96765,2492
2018-02-05,0,390,1,BetoORourke,585,97155,2493
2018-02-06,1,398,7,BetoORourke,586,97553,2500
2018-02-07,1,306,9,BetoORourke,587,97859,2509
2018-02-08,0,280,3,BetoORourke,587,98139,2512
2018-02-09,1,174,2,BetoORourke,588,98313,2514
2018-02-10,0,207,9,BetoORourke,588,98520,2523
2018-02-11,0,283,6,BetoORourke,588,98803,2529
2018-02-12,0,274,9,BetoORourke,588,99077,2538
2018-02-13,-1,401,12,BetoORourke,587,99478,2550
2018-02-14,0,611,7,BetoORourke,587,100089,2557
2018-02-15,0,378,2,BetoORourke,587,100467,2559
2018-02-16,1,507,10,BetoORourke,588,100974,2569
2018-02-17,0,554,12,BetoORourke,588,101528,2581
2018-02-18,1,343,7,BetoORourke,589,101871,2588
2018-02-19,0,400,8,BetoORourke,589,102271,2596
2018-02-20,1,545,7,BetoORourke,590,102816,2603
2018-02-21,0,595,8,BetoORourke,590,103411,2611
2018-02-22,1,901,11,BetoORourke,591,104312,2622
2018-02-23,1,1193,11,BetoORourke,592,105505,2633
2018-02-24,0,1072,9,BetoORourke,592,106577,2642
2018-02-25,2,1843,13,BetoORourke,594,108420,2655
2018-02-26,2,4580,15,BetoORourke,596,113000,2670
2018-02-27,2,1919,2,BetoORourke,598,114919,2672
2018-02-28,1,4212,12,BetoORourke,599,119131,2684
2018-03-01,0,777,11,BetoORourke,599,119908,2695
2018-03-02,1,546,8,BetoORourke,600,120454,2703
2018-03-03,0,736,5,BetoORourke,600,121190,2708
2018-03-04,0,633,3,BetoORourke,600,121823,2711
2018-03-05,0,729,3,BetoORourke,600,122552,2714
2018-03-06,0,1930,9,BetoORourke,600,124482,2723
2018-03-07,0,7741,13,BetoORourke,600,132223,2736
2018-03-08,0,5596,1,BetoORourke,600,137819,2737
2018-03-09,1,2108,4,BetoORourke,601,139927,2741
2018-03-10,0,1370,4,BetoORourke,601,141297,2745
2018-03-11,1,940,5,BetoORourke,602,142237,2750
2018-03-12,0,2024,7,BetoORourke,602,144261,2757
2018-03-13,0,1195,1,BetoORourke,602,145456,2758
2018-03-14,3,929,5,BetoORourke,605,146385,2763
2018-03-15,0,1211,6,BetoORourke,605,147596,2769
2018-03-16,6,787,8,BetoORourke,611,148383,2777
2018-03-17,0,1363,4,BetoORourke,611,149746,2781
2018-03-18,0,1198,2,BetoORourke,611,150944,2783
2018-03-19,0,1467,2,BetoORourke,611,152411,2785
2018-03-20,1,1115,5,BetoORourke,612,153526,2790
2018-03-21,0,1517,6,BetoORourke,612,155043,2796
2018-03-22,0,580,3,BetoORourke,612,155623,2799
2018-03-23,1,278,9,BetoORourke,613,155901,2808
2018-03-24,-1,977,2,BetoORourke,612,156878,2810
2018-03-25,0,831,6,BetoORourke,612,157709,2816
2018-03-26,-1,436,4,BetoORourke,611,158145,2820
2018-03-27,0,477,4,BetoORourke,611,158622,2824
2018-03-28,0,319,7,BetoORourke,611,158941,2831
2018-03-29,0,559,10,BetoORourke,611,159500,2841
2018-03-30,2,219,6,BetoORourke,613,159719,2847
2018-03-31,0,215,3,BetoORourke,613,159934,2850
2018-04-01,0,256,3,BetoORourke,613,160190,2853
2018-04-02,0,152,5,BetoORourke,613,160342,2858
2018-04-03,1,1456,6,BetoORourke,614,161798,2864
2018-04-04,0,1517,14,BetoORourke,614,163315,2878
2018-04-05,0,844,8,BetoORourke,614,164159,2886
2018-04-06,0,535,11,BetoORourke,614,164694,2897
2018-04-07,0,214,3,BetoORourke,614,164908,2900
2018-04-08,0,738,15,BetoORourke,614,165646,2915
2018-04-09,1,533,11,BetoORourke,615,166179,2926
2018-04-10,1,444,5,BetoORourke,616,166623,2931
2018-04-11,0,557,18,BetoORourke,616,167180,2949
2018-04-12,0,294,4,BetoORourke,616,167474,2953
2018-04-13,0,370,8,BetoORourke,616,167844,2961
2018-04-14,0,364,9,BetoORourke,616,168208,2970
2018-04-15,0,260,0,BetoORourke,616,168468,2970
2018-04-16,0,490,21,BetoORourke,616,168958,2991
2018-04-17,1,227,2,BetoORourke,617,169185,2993
2018-04-18,1,193,6,BetoORourke,618,169378,2999
2018-04-19,0,1297,3,BetoORourke,618,170675,3002
2018-04-20,1,2017,15,BetoORourke,619,172692,3017
2018-04-21,0,972,8,BetoORourke,619,173664,3025
2018-04-22,0,329,4,BetoORourke,619,173993,3029
2018-04-23,1,285,7,BetoORourke,620,174278,3036
2018-04-24,-1,355,4,BetoORourke,619,174633,3040
2018-04-25,2,382,4,BetoORourke,621,175015,3044
2018-04-26,0,241,6,BetoORourke,621,175256,3050
2018-04-27,0,186,5,BetoORourke,621,175442,3055
2018-04-28,0,136,19,BetoORourke,621,175578,3074
2018-04-29,0,121,6,BetoORourke,621,175699,3080
2018-04-30,0,240,12,BetoORourke,621,175939,3092
2018-05-01,-1,260,5,BetoORourke,620,176199,3097
2018-05-02,0,289,5,BetoORourke,620,176488,3102
2018-05-03,0,219,5,BetoORourke,620,176707,3107
2018-05-04,1,215,4,BetoORourke,621,176922,3111
2018-05-05,0,272,2,BetoORourke,621,177194,3113
2018-05-06,0,205,4,BetoORourke,621,177399,3117
2018-05-07,0,338,3,BetoORourke,621,177737,3120
2018-05-08,1,124,4,BetoORourke,622,177861,3124
2018-05-09,1,118,9,BetoORourke,623,177979,3133
2018-05-10,0,117,10,BetoORourke,623,178096,3143
2018-05-11,0,441,12,BetoORourke,623,178537,3155
2018-05-12,1,316,7,BetoORourke,624,178853,3162
2018-05-13,0,251,9,BetoORourke,624,179104,3171
2018-05-14,1,206,11,BetoORourke,625,179310,3182
2018-05-15,0,229,7,BetoORourke,625,179539,3189
2018-05-16,0,264,6,BetoORourke,625,179803,3195
2018-05-17,0,496,7,BetoORourke,625,180299,3202
2018-05-18,0,599,4,BetoORourke,625,180898,3206
2018-05-19,1,1699,7,BetoORourke,626,182597,3213
2018-05-20,0,705,3,BetoORourke,626,183302,3216
2018-05-21,2,261,4,BetoORourke,628,183563,3220
2018-05-22,0,200,4,BetoORourke,628,183763,3224
2018-05-23,4,604,6,BetoORourke,632,184367,3230
2018-05-24,0,177,2,BetoORourke,632,184544,3232
2018-05-25,1,233,4,BetoORourke,633,184777,3236
2018-05-26,0,175,5,BetoORourke,633,184952,3241
2018-05-27,0,287,2,BetoORourke,633,185239,3243
2018-05-28,0,193,4,BetoORourke,633,185432,3247
2018-05-29,0,286,2,BetoORourke,633,185718,3249
2018-05-30,1,147,6,BetoORourke,634,185865,3255
2018-05-31,0,343,2,BetoORourke,634,186208,3257
2018-06-01,0,269,7,BetoORourke,634,186477,3264
2018-06-02,0,768,11,BetoORourke,634,187245,3275
2018-06-03,0,591,2,BetoORourke,634,187836,3277
2018-06-04,0,621,4,BetoORourke,634,188457,3281
2018-06-05,3,1273,4,BetoORourke,637,189730,3285
2018-06-06,4,441,15,BetoORourke,641,190171,3300
2018-06-07,4,442,8,BetoORourke,645,190613,3308
2018-06-08,0,575,17,BetoORourke,645,191188,3325
2018-06-09,3,419,16,BetoORourke,648,191607,3341
2018-06-10,2,855,9,BetoORourke,650,192462,3350
2018-06-11,0,330,7,BetoORourke,650,192792,3357
2018-06-12,2,397,3,BetoORourke,652,193189,3360
2018-06-13,0,471,7,BetoORourke,652,193660,3367
2018-06-14,1,320,1,BetoORourke,653,193980,3368
2018-06-15,1,474,6,BetoORourke,654,194454,3374
2018-06-16,1,1284,9,BetoORourke,655,195738,3383
2018-06-17,1,5300,11,BetoORourke,656,201038,3394
2018-06-18,7,3618,10,BetoORourke,663,204656,3404
2018-06-19,5,3040,9,BetoORourke,668,207696,3413
2018-06-20,4,2659,8,BetoORourke,672,210355,3421
2018-06-21,0,3230,9,BetoORourke,672,213585,3430
2018-06-22,0,1837,7,BetoORourke,672,215422,3437
2018-06-23,0,970,6,BetoORourke,672,216392,3443
2018-06-24,1,757,16,BetoORourke,673,217149,3459
2018-06-25,2,536,8,BetoORourke,675,217685,3467
2018-06-26,2,495,7,BetoORourke,677,218180,3474
2018-06-27,1,746,1,BetoORourke,678,218926,3475
2018-06-28,1,1304,21,BetoORourke,679,220230,3496
2018-06-29,1,956,6,BetoORourke,680,221186,3502
2018-06-30,0,1255,12,BetoORourke,680,222441,3514
2018-07-01,2,957,4,BetoORourke,682,223398,3518
2018-07-02,1,699,6,BetoORourke,683,224097,3524
2018-07-03,0,419,18,BetoORourke,683,224516,3542
2018-07-04,0,329,8,BetoORourke,683,224845,3550
2018-07-05,0,583,2,BetoORourke,683,225428,3552
2018-07-06,1,508,12,BetoORourke,684,225936,3564
2018-07-07,0,479,7,BetoORourke,684,226415,3571
2018-07-08,0,283,6,BetoORourke,684,226698,3577
2018-07-09,0,1247,10,BetoORourke,684,227945,3587
2018-07-10,1,752,2,BetoORourke,685,228697,3589
2018-07-11,0,754,3,BetoORourke,685,229451,3592
2018-07-12,8,1576,6,BetoORourke,693,231027,3598
2018-07-13,2,793,9,BetoORourke,695,231820,3607
2018-07-14,0,753,10,BetoORourke,695,232573,3617
2018-07-15,0,839,8,BetoORourke,695,233412,3625
2018-07-16,1,436,3,BetoORourke,696,233848,3628
2018-07-17,0,1252,7,BetoORourke,696,235100,3635
2018-07-18,0,736,10,BetoORourke,696,235836,3645
2018-07-19,0,247,7,BetoORourke,696,236083,3652
2018-07-20,1,1080,6,BetoORourke,697,237163,3658
2018-07-21,0,1681,4,BetoORourke,697,238844,3662
2018-07-22,0,3374,4,BetoORourke,697,242218,3666
2018-07-23,1,708,6,BetoORourke,698,242926,3672
2018-07-24,2,314,4,BetoORourke,700,243240,3676
2018-07-25,1,231,4,BetoORourke,701,243471,3680
2018-07-26,0,1692,3,BetoORourke,701,245163,3683
2018-07-27,3,3006,11,BetoORourke,704,248169,3694
2018-07-28,1,1051,6,BetoORourke,705,249220,3700
2018-07-29,0,740,9,BetoORourke,705,249960,3709
2018-07-30,0,679,8,BetoORourke,705,250639,3717
2018-07-31,1,518,8,BetoORourke,706,251157,3725
2018-08-01,0,577,11,BetoORourke,706,251734,3736
2018-08-02,2,1188,14,BetoORourke,708,252922,3750
2018-08-03,0,1206,15,BetoORourke,708,254128,3765
2018-08-04,0,790,4,BetoORourke,708,254918,3769
2018-08-05,0,816,4,BetoORourke,708,255734,3773
2018-08-06,0,1157,10,BetoORourke,708,256891,3783
2018-08-07,0,1316,4,BetoORourke,708,258207,3787
2018-08-08,0,1454,12,BetoORourke,708,259661,3799
2018-08-09,1,776,12,BetoORourke,709,260437,3811
2018-08-10,0,655,12,BetoORourke,709,261092,3823
2018-08-11,0,622,8,BetoORourke,709,261714,3831
2018-08-12,1,435,10,BetoORourke,710,262149,3841
2018-08-13,0,529,8,BetoORourke,710,262678,3849
2018-08-14,1,642,9,BetoORourke,711,263320,3858
2018-08-15,0,856,7,BetoORourke,711,264176,3865
2018-08-16,0,441,10,BetoORourke,711,264617,3875
2018-08-17,0,432,12,BetoORourke,711,265049,3887
2018-08-18,0,355,6,BetoORourke,711,265404,3893
2018-08-19,1,1080,11,BetoORourke,712,266484,3904
2018-08-20,0,1346,9,BetoORourke,712,267830,3913
2018-08-21,0,1019,12,BetoORourke,712,268849,3925
2018-08-22,3,35426,11,BetoORourke,715,304275,3936
2018-08-23,1,34076,12,BetoORourke,716,338351,3948
2018-08-24,1,15564,6,BetoORourke,717,353915,3954
2018-08-25,1,10961,10,BetoORourke,718,364876,3964
2018-08-26,0,7583,9,BetoORourke,718,372459,3973
2018-08-27,0,4285,4,BetoORourke,718,376744,3977
2018-08-28,0,3084,4,BetoORourke,718,379828,3981
2018-08-29,0,6428,4,BetoORourke,718,386256,3985
2018-08-30,0,15247,8,BetoORourke,718,401503,3993
2018-08-31,1,12362,15,BetoORourke,719,413865,4008
2018-09-01,0,8171,5,BetoORourke,719,422036,4013
2018-09-02,0,6503,2,BetoORourke,719,428539,4015
2018-09-03,0,4456,3,BetoORourke,719,432995,4018
2018-09-04,1,3849,2,BetoORourke,720,436844,4020
2018-09-05,1,4261,3,BetoORourke,721,441105,4023
2018-09-06,1,5323,4,BetoORourke,722,446428,4027
2018-09-07,0,3118,0,BetoORourke,722,449546,4027
2018-09-08,0,2344,3,BetoORourke,722,451890,4030
2018-09-09,0,3849,6,BetoORourke,722,455739,4036
2018-09-10,0,1950,5,BetoORourke,722,457689,4041
2018-09-11,0,3722,6,BetoORourke,722,461411,4047
2018-09-12,1,2506,4,BetoORourke,723,463917,4051
2018-09-13,2,5510,3,BetoORourke,725,469427,4054
2018-09-14,0,6423,3,BetoORourke,725,475850,4057
2018-09-15,1,5129,7,BetoORourke,726,480979,4064
2018-09-16,0,6007,6,BetoORourke,726,486986,4070
2018-09-17,0,3541,5,BetoORourke,726,490527,4075
2018-09-18,0,4426,4,BetoORourke,726,494953,4079
2018-09-19,0,3774,4,BetoORourke,726,498727,4083
2018-09-20,0,2918,9,BetoORourke,726,501645,4092
2018-09-21,0,3310,0,BetoORourke,726,504955,4092
2018-09-22,0,34371,58,BetoORourke,726,539326,4150
2018-09-23,0,27530,13,BetoORourke,726,566856,4163
2018-09-24,0,11692,8,BetoORourke,726,578548,4171
2018-09-25,0,6070,8,BetoORourke,726,584618,4179
2018-09-26,0,7744,5,BetoORourke,726,592362,4184
2018-09-27,0,3412,2,BetoORourke,726,595774,4186
2018-09-28,0,3195,2,BetoORourke,726,598969,4188
2018-09-29,0,2635,3,BetoORourke,726,601604,4191
2018-09-30,0,3172,10,BetoORourke,726,604776,4201
2018-10-01,0,7250,6,BetoORourke,726,612026,4207
2018-10-02,1,3066,10,BetoORourke,727,615092,4217
2018-10-03,0,4726,8,BetoORourke,727,619818,4225
2018-10-04,0,2361,6,BetoORourke,727,622179,4231
2018-10-05,0,2145,9,BetoORourke,727,624324,4240
2018-10-06,0,1690,10,BetoORourke,727,626014,4250
2018-10-07,0,3404,7,BetoORourke,727,629418,4257
2018-10-08,0,6464,11,BetoORourke,727,635882,4268
2018-10-09,0,3270,12,BetoORourke,727,639152,4280
2018-10-10,0,2747,6,BetoORourke,727,641899,4286
2018-10-11,0,4906,13,BetoORourke,727,646805,4299
2018-10-12,1,3272,7,BetoORourke,728,650077,4306
2018-10-13,0,3119,8,BetoORourke,728,653196,4314
2018-10-14,0,2363,15,BetoORourke,728,655559,4329
2018-10-15,0,2116,4,BetoORourke,728,657675,4333
2018-10-16,0,1679,4,BetoORourke,728,659354,4337
2018-10-17,0,11559,65,BetoORourke,728,670913,4402
2018-10-18,0,3980,7,BetoORourke,728,674893,4409
2018-10-19,0,4220,34,BetoORourke,728,679113,4443
2018-10-20,0,3247,8,BetoORourke,728,682360,4451
2018-10-21,1,2782,9,BetoORourke,729,685142,4460
2018-10-22,0,3674,23,BetoORourke,729,688816,4483
2018-10-23,0,4926,30,BetoORourke,729,693742,4513
2018-10-24,0,3501,15,BetoORourke,729,697243,4528
2018-10-25,0,3811,12,BetoORourke,729,701054,4540
2018-10-26,0,3399,17,BetoORourke,729,704453,4557
2018-10-27,0,2683,14,BetoORourke,729,707136,4571
2018-10-28,0,4473,6,BetoORourke,729,711609,4577
2018-10-29,0,3555,15,BetoORourke,729,715164,4592
2018-10-30,0,4312,21,BetoORourke,729,719476,4613
2018-10-31,0,4469,20,BetoORourke,729,723945,4633
2018-11-01,0,4355,18,BetoORourke,729,728300,4651
2018-11-02,0,4290,12,BetoORourke,729,732590,4663
2018-11-03,0,4423,20,BetoORourke,729,737013,4683
2018-11-04,0,4675,11,BetoORourke,729,741688,4694
2018-11-05,0,6205,14,BetoORourke,729,747893,4708
2018-11-06,0,9804,41,BetoORourke,729,757697,4749
2018-11-07,0,123547,24,BetoORourke,729,881244,4773
2018-11-08,0,38976,0,BetoORourke,729,920220,4773
2018-11-09,0,13888,0,BetoORourke,729,934108,4773
2018-11-10,0,8873,0,BetoORourke,729,942981,4773
2018-11-11,0,5572,0,BetoORourke,729,948553,4773
2018-11-12,0,10703,2,BetoORourke,729,959256,4775
2018-11-13,0,4195,0,BetoORourke,729,963451,4775
2018-11-14,0,2848,0,BetoORourke,729,966299,4775
2018-11-15,0,3163,0,BetoORourke,729,969462,4775
2018-11-16,1,4031,0,BetoORourke,730,973493,4775
2018-11-17,2,3566,0,BetoORourke,732,977059,4775
2018-11-18,0,2544,0,BetoORourke,732,979603,4775
2018-11-19,1,2750,0,BetoORourke,733,982353,4775
2018-11-20,0,4863,1,BetoORourke,733,987216,4776
2018-11-21,0,14609,1,BetoORourke,733,1001825,4777
2018-11-22,0,8675,3,BetoORourke,733,1010500,4780
2018-11-23,0,4994,1,BetoORourke,733,1015494,4781
2018-11-24,0,2698,0,BetoORourke,733,1018192,4781
2018-11-25,-1,1483,0,BetoORourke,732,1019675,4781
2018-11-26,1,2875,1,BetoORourke,733,1022550,4782
2018-11-27,0,6039,2,BetoORourke,733,1028589,4784
2018-11-28,0,2209,0,BetoORourke,733,1030798,4784
2018-12-01,2,4080,4,BetoORourke,735,1034878,4788
2018-12-02,1,1498,1,BetoORourke,736,1036376,4789
2018-12-03,1,1415,0,BetoORourke,737,1037791,4789
2018-12-04,0,1492,0,BetoORourke,737,1039283,4789
2018-12-05,0,1184,0,BetoORourke,737,1040467,4789
2018-12-06,1,2287,2,BetoORourke,738,1042754,4791
2018-12-07,1,2382,1,BetoORourke,739,1045136,4792
2018-12-08,0,2745,0,BetoORourke,739,1047881,4792
2018-12-09,0,3070,0,BetoORourke,739,1050951,4792
2018-12-10,0,1556,0,BetoORourke,739,1052507,4792
2018-12-11,1,679,0,BetoORourke,740,1053186,4792
2018-12-12,0,863,0,BetoORourke,740,1054049,4792
2018-12-13,0,962,0,BetoORourke,740,1055011,4792
2018-12-14,0,1263,1,BetoORourke,740,1056274,4793
2018-12-15,0,3185,5,BetoORourke,740,1059459,4798
2018-12-16,0,4756,5,BetoORourke,740,1064215,4803
2018-12-17,0,2103,0,BetoORourke,740,1066318,4803
2018-12-18,0,1140,0,BetoORourke,740,1067458,4803
2018-12-19,0,692,0,BetoORourke,740,1068150,4803
2018-12-20,0,411,0,BetoORourke,740,1068561,4803
2018-12-21,3,1257,5,BetoORourke,743,1069818,4808
2018-12-22,0,2754,3,BetoORourke,743,1072572,4811
2018-12-23,0,3596,2,BetoORourke,743,1076168,4813
2018-12-24,0,3060,1,BetoORourke,743,1079228,4814
2018-12-25,0,2259,10,BetoORourke,743,1081487,4824
2018-12-26,0,3874,6,BetoORourke,743,1085361,4830
2018-12-27,0,2898,2,BetoORourke,743,1088259,4832
2018-12-28,1,1183,1,BetoORourke,744,1089442,4833
2018-12-29,-1,6994,3,BetoORourke,743,1096436,4836
2018-12-30,0,9471,1,BetoORourke,743,1105907,4837
2018-12-31,2,2884,0,BetoORourke,745,1108791,4837
2019-01-01,0,2291,2,BetoORourke,745,1111082,4839
2019-01-02,0,3041,0,BetoORourke,745,1114123,4839
2019-01-03,-2,2084,1,BetoORourke,743,1116207,4840
2019-01-04,1,4849,1,BetoORourke,744,1121056,4841
